face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces\798_face0.jpg,Southeast Asian,Asian,Female,20-29,"[0.05591719 0.00056274 0.21326618 0.22006789 0.45431423 0.00980562
 0.04606606]",[1.6035829e-02 5.6724617e-05 9.8253191e-01 1.3755503e-03],[0.13079081 0.86920923],"[2.5012892e-07 7.3715317e-05 1.2892401e-01 7.4111581e-01 1.2638699e-01
 3.4677661e-03 2.9362476e-05 2.0220189e-06 5.0103662e-08]"
detected_faces\799_face0.jpg,Southeast Asian,Asian,Male,40-49,"[0.00842995 0.02628115 0.01186538 0.43491498 0.5125997  0.00114309
 0.00476584]",[1.2706930e-03 1.7553101e-03 9.9679774e-01 1.7627263e-04],[0.98477346 0.01522657],"[5.1138086e-06 4.2771069e-05 2.0410402e-03 9.0687342e-02 2.4294132e-01
 4.0399030e-01 2.0821697e-01 4.1896574e-02 1.0178572e-02]"
detected_faces\79_face0.jpg,Southeast Asian,Asian,Male,40-49,"[0.00111195 0.01882894 0.09681696 0.06859834 0.7736875  0.03674553
 0.00421082]",[5.4839859e-04 2.5012691e-02 8.9146876e-01 8.2970090e-02],[0.99898386 0.00101616],"[2.5538948e-06 1.7025535e-05 1.0803316e-03 4.5999039e-02 4.3938476e-01
 4.5664656e-01 5.4897979e-02 1.9291773e-03 4.2655960e-05]"
detected_faces\7_face0.jpg,Middle Eastern,White,Male,40-49,"[5.9781526e-03 7.2704795e-05 2.1969120e-03 1.8027816e-06 5.7592756e-06
 9.8363780e-05 9.9164635e-01]",[0.94629574 0.02694684 0.00163128 0.02512616],[9.9976498e-01 2.3505747e-04],"[7.8874547e-07 1.4913956e-06 4.5883051e-05 3.6463954e-03 2.3585688e-01
 7.2031683e-01 3.9370287e-02 7.4329373e-04 1.8053703e-05]"
detected_faces\800_face0.jpg,Black,Black,Female,10-19,"[4.6263467e-05 9.9941641e-01 3.6097286e-04 9.7483789e-06 6.3595122e-05
 9.5656818e-05 7.3033607e-06]",[9.6308477e-06 9.9985349e-01 9.7571887e-05 3.9393148e-05],[0.35519665 0.64480335],"[1.2939131e-03 4.4757006e-01 4.5401192e-01 8.9978643e-02 6.7109973e-03
 4.2296568e-04 1.0651170e-05 6.8456535e-07 1.4845229e-07]"
detected_faces\801_face0.jpg,Black,Black,Male,30-39,"[4.5372497e-05 9.9977392e-01 7.7315955e-05 1.9406743e-06 3.7350135e-06
 5.5427405e-05 4.2298147e-05]",[1.2849385e-04 9.9933350e-01 4.6510997e-04 7.2881361e-05],[0.9757662  0.02423377],"[8.93617325e-05 1.70759729e-03 1.47423521e-02 1.87395290e-01
 3.52265447e-01 3.17070395e-01 1.12645686e-01 1.25100594e-02
 1.57381443e-03]"
detected_faces\802_face0.jpg,Black,Black,Female,20-29,"[1.1016004e-04 9.9210918e-01 5.0662882e-03 1.8130173e-04 1.0289480e-03
 1.4745118e-03 2.9559531e-05]",[1.2765835e-04 9.9927121e-01 7.3316041e-05 5.2776071e-04],[5.4323458e-04 9.9945676e-01],"[1.6062646e-06 7.3101008e-03 3.6566478e-01 5.7616937e-01 4.9994234e-02
 8.5169217e-04 8.0584568e-06 1.4008037e-07 7.1682411e-09]"
detected_faces\803_face0.jpg,Black,Black,Female,20-29,"[1.3451909e-03 6.7097181e-01 2.1933077e-02 1.8994801e-02 2.4668086e-01
 3.9405003e-02 6.6921057e-04]",[0.00681552 0.8861168  0.06393848 0.0431292 ],[0.00717264 0.9928273 ],"[1.6617315e-06 2.8992625e-04 3.0654807e-02 5.7044631e-01 3.5900664e-01
 3.7123911e-02 2.3501613e-03 1.2022589e-04 6.4099286e-06]"
detected_faces\804_face0.jpg,East Asian,Asian,Male,3-9,"[6.2794198e-04 2.5254885e-05 4.5455710e-04 9.6273530e-01 3.6115423e-02
 3.4670396e-05 6.8615841e-06]",[1.5679634e-03 1.2582853e-04 9.9803907e-01 2.6711036e-04],[0.988308   0.01169196],"[4.5414889e-04 9.4354570e-01 5.5064153e-02 6.6245091e-04 1.8539993e-04
 7.0183894e-05 1.3576635e-05 3.4706206e-06 9.3854629e-07]"
detected_faces\805_face0.jpg,White,White,Male,3-9,"[0.45868436 0.00105219 0.21242465 0.17566894 0.05504723 0.00599395
 0.09112874]",[8.6742800e-01 2.3377681e-04 1.3139960e-01 9.3870034e-04],[0.7700158  0.22998425],"[1.4275891e-01 8.4512168e-01 9.4936835e-03 9.8018826e-04 9.7517500e-04
 4.8030537e-04 1.2615557e-04 4.8277034e-05 1.5529406e-05]"
detected_faces\806_face0.jpg,White,White,Male,40-49,"[8.6540741e-01 5.8851674e-06 4.5718722e-02 1.3659117e-03 4.7397238e-04
 2.4826845e-04 8.6779766e-02]",[9.9139786e-01 2.9061430e-05 8.2718693e-03 3.0121274e-04],[0.99895245 0.00104758],"[1.6080380e-06 6.2188992e-06 1.6523119e-04 8.2574831e-04 8.0847234e-02
 6.9468218e-01 2.1943724e-01 4.0091132e-03 2.5448513e-05]"
detected_faces\807_face0.jpg,White,White,Female,20-29,"[0.7502465  0.00694869 0.07106513 0.00136091 0.00184572 0.00716219
 0.16137081]",[0.67651325 0.03880736 0.09163362 0.19304569],[0.0072217 0.9927783],"[5.32608374e-06 4.75621223e-03 1.64467096e-01 6.70050383e-01
 1.52387127e-01 8.13606940e-03 1.85787198e-04 1.11284735e-05
 9.22917195e-07]"
detected_faces\808_face0.jpg,East Asian,Asian,Male,20-29,"[9.4821170e-04 1.1305146e-06 1.0259660e-03 9.6005738e-01 3.7889827e-02
 1.3673070e-05 6.3778934e-05]",[5.8304793e-03 5.5908936e-06 9.9405760e-01 1.0633814e-04],[9.9966806e-01 3.3193902e-04],"[3.1897006e-08 5.0937865e-06 1.5359160e-02 7.3227113e-01 2.4588270e-01
 6.4044804e-03 7.3492847e-05 3.8782064e-06 4.4631300e-08]"
detected_faces\809_face0.jpg,East Asian,Asian,Female,20-29,"[4.2938592e-04 9.0224799e-05 3.0658969e-03 8.9644450e-01 9.9674203e-02
 2.3367903e-04 6.2149564e-05]",[1.5991832e-04 8.9261783e-05 9.9968225e-01 6.8611458e-05],[0.00849573 0.99150425],"[7.82499001e-07 2.64320709e-03 4.12757844e-01 5.72106183e-01
 1.23023465e-02 1.88094826e-04 1.29835723e-06 1.68869050e-07
 7.51224771e-09]"
detected_faces\80_face0.jpg,White,White,Male,20-29,"[9.9585503e-01 2.6165939e-05 5.9243746e-04 5.4745224e-06 1.8536062e-05
 2.8787958e-04 3.2145532e-03]",[9.9993688e-01 1.6152968e-06 2.8315960e-06 5.8579091e-05],[0.8700841  0.12991591],"[2.0555990e-05 1.8324880e-03 9.8641716e-02 6.0260862e-01 2.5816768e-01
 3.7074108e-02 1.4841794e-03 1.3537442e-04 3.5365112e-05]"
detected_faces\810_face0.jpg,East Asian,Asian,Male,30-39,"[2.0728235e-01 3.7943848e-04 1.7857720e-01 4.7061795e-01 9.1272019e-02
 2.2675027e-03 4.9603540e-02]",[0.0117439  0.0020448  0.9836365  0.00257483],[9.996102e-01 3.898095e-04],"[3.8594949e-06 2.9333696e-05 3.0926487e-03 9.8303013e-02 5.2658838e-01
 3.4876496e-01 2.2468966e-02 7.4153021e-04 7.3321762e-06]"
detected_faces\811_face0.jpg,Southeast Asian,Black,Female,70+,"[0.00795254 0.0865168  0.14126171 0.05579123 0.6433353  0.06126253
 0.0038799 ]",[0.00673959 0.6841211  0.1847646  0.12437475],[0.11672942 0.8832706 ],"[2.6351452e-05 2.2537020e-04 1.7403105e-04 1.3139147e-04 2.8762259e-04
 4.7811781e-04 5.7877260e-03 1.9620916e-01 7.9668021e-01]"
detected_faces\812_face0.jpg,Middle Eastern,White,Male,40-49,"[9.08173844e-02 1.30381395e-05 6.05666591e-03 2.77461186e-05
 4.69954466e-05 5.74211124e-04 9.02463973e-01]",[9.8515075e-01 2.8093625e-04 2.7617279e-03 1.1806607e-02],[9.9990606e-01 9.3937044e-05],"[2.7542144e-06 5.9736153e-06 2.1422544e-04 4.3132640e-03 2.0779958e-01
 7.3121995e-01 5.5557340e-02 8.7467657e-04 1.2286138e-05]"
detected_faces\813_face0.jpg,Latino_Hispanic,White,Male,50-59,"[0.20266612 0.01707263 0.662267   0.00111617 0.00108795 0.01897578
 0.0968144 ]",[0.92471147 0.01896851 0.00815847 0.04816146],[9.9944407e-01 5.5593089e-04],"[1.0474066e-04 1.8747196e-04 1.0381717e-03 2.0647273e-04 7.2496911e-03
 2.4159877e-01 6.8529308e-01 6.3950486e-02 3.7101455e-04]"
detected_faces\814_face0.jpg,Middle Eastern,White,Male,40-49,"[2.0345908e-01 4.1874943e-04 8.4077872e-02 3.0054789e-04 8.5245055e-04
 3.3428311e-02 6.7746305e-01]",[0.8179207  0.00227446 0.01092895 0.16887583],[0.9957557  0.00424431],"[4.8041343e-06 8.1938459e-05 2.9589159e-03 3.4960821e-02 4.5900607e-01
 4.6952057e-01 3.2670416e-02 7.7259558e-04 2.3747889e-05]"
detected_faces\815_face0.jpg,Middle Eastern,Indian,Female,20-29,"[1.7409322e-01 2.4272481e-04 2.8045940e-01 5.7173957e-04 1.2179437e-03
 1.1132369e-02 5.3228253e-01]",[0.4768599  0.00192096 0.00221643 0.5190027 ],[0.06979814 0.9302018 ],"[4.40236192e-07 3.96612100e-04 1.00349642e-01 6.70254052e-01
 2.18662351e-01 1.01063205e-02 2.21223338e-04 9.03389628e-06
 3.98709176e-07]"
detected_faces\816_face0.jpg,Indian,Indian,Male,3-9,"[2.4060998e-04 4.3351136e-02 4.5724181e-03 1.4093608e-05 6.0092699e-04
 9.3078786e-01 2.0432971e-02]",[1.5258454e-04 8.4728934e-03 1.4334051e-04 9.9123114e-01],[0.9788809  0.02111912],"[1.0438001e-04 5.5382627e-01 4.3749049e-01 7.7857715e-03 7.2786846e-04
 6.2602987e-05 2.2279085e-06 4.2917793e-07 2.9313135e-08]"
detected_faces\817_face0.jpg,Southeast Asian,Asian,Male,30-39,"[5.1962258e-04 8.0920773e-04 7.4000955e-03 1.3239864e-01 8.5728306e-01
 1.5459848e-03 4.3359243e-05]",[2.1011558e-04 4.6928227e-03 9.9447197e-01 6.2506058e-04],[0.9405828  0.05941721],"[2.2211723e-06 1.4256165e-04 1.5618530e-02 3.4202081e-01 5.3681505e-01
 1.0183193e-01 3.4996376e-03 6.6467837e-05 2.8665263e-06]"
detected_faces\818_face0.jpg,Indian,Indian,Male,40-49,"[6.4847153e-04 6.8438575e-03 1.2690123e-02 7.1714203e-05 1.9685898e-03
 6.3665795e-01 3.4111932e-01]",[0.00118006 0.005276   0.00587532 0.98766863],[9.9950790e-01 4.9210637e-04],"[1.26268305e-05 1.00933517e-04 3.75591591e-03 5.17360382e-02
 4.14263070e-01 4.87263888e-01 4.02508155e-02 2.49007205e-03
 1.26654675e-04]"
detected_faces\819_face0.jpg,East Asian,Asian,Female,50-59,"[3.9984765e-03 3.0796800e-04 1.4204513e-02 7.1519804e-01 2.6177636e-01
 1.4506851e-03 3.0639765e-03]",[3.1753264e-03 2.4113512e-04 9.9588341e-01 7.0014223e-04],[0.00321208 0.9967879 ],"[8.4484718e-06 7.9166675e-05 8.6038635e-05 2.7492768e-04 8.2123950e-03
 8.8508338e-02 5.7723868e-01 3.0463356e-01 2.0958437e-02]"
detected_faces\81_face0.jpg,Black,Asian,Female,30-39,"[5.0272490e-04 9.6376741e-01 1.2415007e-03 2.1218157e-03 2.6484452e-02
 5.6974282e-03 1.8462806e-04]",[0.00830651 0.40960187 0.5774435  0.00464812],[0.23853548 0.7614645 ],"[0.00197049 0.04747897 0.05347909 0.22049585 0.37195614 0.20953524
 0.06276575 0.0228133  0.00950516]"
detected_faces\820_face0.jpg,Middle Eastern,White,Male,30-39,"[1.0612703e-01 1.9851295e-05 1.2259718e-02 1.0800689e-04 2.7851504e-04
 2.0992199e-03 8.7910771e-01]",[9.9100292e-01 1.8662037e-04 2.7087480e-03 6.1017191e-03],[9.9968451e-01 3.1550604e-04],"[1.2632078e-06 3.9073009e-05 3.0112437e-03 2.4552774e-01 6.8387663e-01
 6.7106247e-02 4.3070191e-04 6.8329114e-06 2.1625593e-07]"
detected_faces\821_face0.jpg,Black,Black,Male,50-59,"[6.8931971e-03 9.5763558e-01 9.4812168e-03 4.1789681e-05 1.4215850e-04
 2.1937188e-02 3.8687463e-03]",[9.7652822e-04 9.8344004e-01 3.8802228e-04 1.5195388e-02],[9.999829e-01 1.709457e-05],"[1.5220196e-05 2.2828945e-05 1.3450446e-04 1.1727458e-03 1.3190784e-02
 1.5293123e-01 5.9216803e-01 2.2543520e-01 1.4929377e-02]"
detected_faces\822_face0.jpg,Middle Eastern,White,Female,20-29,"[4.9261630e-02 2.0400206e-04 2.9572951e-02 1.7390006e-04 2.9696198e-04
 7.4457866e-04 9.1974604e-01]",[0.9762654  0.00242956 0.00664404 0.014661  ],[0.00328395 0.9967161 ],"[1.65993868e-07 1.10508925e-04 6.42221272e-02 6.57384753e-01
 2.69247770e-01 8.95352289e-03 7.95320302e-05 1.58042462e-06
 4.21963797e-08]"
detected_faces\823_face0.jpg,White,White,Female,20-29,"[9.9731588e-01 6.1289103e-07 1.6539075e-04 4.1283344e-04 5.0215556e-05
 1.2185922e-06 2.0538950e-03]",[9.9950594e-01 2.5341096e-06 4.8805415e-04 3.3923986e-06],[0.05617526 0.9438247 ],"[8.8374878e-07 8.1816671e-04 4.5046374e-01 5.1516354e-01 3.0825695e-02
 2.6750604e-03 4.8615944e-05 3.8268731e-06 4.5188639e-07]"
detected_faces\824_face0.jpg,White,White,Male,50-59,"[7.9559076e-01 4.1729669e-04 1.0660398e-02 8.1390336e-02 4.2068798e-02
 2.2292074e-03 6.7643292e-02]",[0.72057986 0.00366076 0.27163094 0.0041284 ],[9.994507e-01 5.492794e-04],"[6.1751598e-06 1.4424445e-05 4.2865513e-04 7.7645974e-03 6.7565858e-02
 3.5018414e-01 4.9385715e-01 7.7609740e-02 2.5693134e-03]"
detected_faces\825_face0.jpg,Latino_Hispanic,Black,Female,3-9,"[0.03040702 0.28543743 0.63735485 0.00072897 0.00583979 0.02215915
 0.01807286]",[0.34338757 0.48877734 0.04414839 0.12368669],[0.46643803 0.53356194],"[7.60743441e-03 9.71649945e-01 2.02080496e-02 3.91078618e-04
 1.22017445e-04 1.94195691e-05 1.60759032e-06 3.13054699e-07
 7.30808836e-08]"
detected_faces\826_face0.jpg,East Asian,Asian,Male,30-39,"[5.5959364e-03 1.1045297e-04 1.8296789e-03 8.8234043e-01 1.0930192e-01
 6.8510511e-05 7.5298065e-04]",[1.1928226e-03 1.2037833e-04 9.9852651e-01 1.6023089e-04],[9.999993e-01 6.861886e-07],"[4.68534047e-08 5.57288786e-07 9.69713903e-04 3.34498852e-01
 5.51239252e-01 1.01931669e-01 1.04475785e-02 8.89515621e-04
 2.28583085e-05]"
detected_faces\827_face0.jpg,Middle Eastern,White,Male,20-29,"[1.9733541e-01 8.6561160e-04 7.0538044e-02 4.3780089e-04 7.8471744e-04
 6.9795083e-03 7.2305894e-01]",[9.6645552e-01 3.1627639e-04 1.6170550e-03 3.1611122e-02],[9.991702e-01 8.298598e-04],"[2.03170401e-07 1.20362838e-05 1.16736945e-02 5.56752324e-01
 4.17112947e-01 1.43199246e-02 1.23545746e-04 5.14197154e-06
 1.74182716e-07]"
detected_faces\828_face0.jpg,Black,Black,Male,30-39,"[0.02319708 0.562129   0.2093677  0.00133325 0.01191122 0.10247651
 0.08958533]",[0.03596079 0.7574355  0.03842771 0.16817598],[9.9994886e-01 5.1091123e-05],"[6.8386826e-06 1.7561331e-05 6.1956060e-04 8.5165262e-02 6.5248191e-01
 2.5118288e-01 1.0254433e-02 2.5781133e-04 1.3736332e-05]"
detected_faces\82_face0.jpg,Indian,Indian,Male,50-59,"[2.7575359e-02 4.5230323e-03 9.0455100e-02 3.3502604e-04 1.4695184e-03
 6.9784296e-01 1.7779908e-01]",[0.01100943 0.00436485 0.00256073 0.98206496],[9.9998045e-01 1.9546733e-05],"[7.5260969e-06 1.0035279e-05 2.3059052e-04 2.7340280e-03 6.0035527e-02
 4.3089119e-01 4.5869401e-01 4.6352409e-02 1.0447843e-03]"
detected_faces\830_face0.jpg,Black,Black,Female,3-9,"[1.2703155e-03 8.5538596e-01 2.0041065e-02 3.6369957e-04 6.8575693e-03
 1.1445118e-01 1.6302306e-03]",[0.00191603 0.8566291  0.01118241 0.13027254],[0.08750743 0.9124926 ],"[7.3012589e-03 8.8591075e-01 8.3828643e-02 1.6595982e-02 5.5497871e-03
 7.2262820e-04 6.6294146e-05 1.8913081e-05 5.6568952e-06]"
detected_faces\831_face0.jpg,Black,Black,Female,10-19,"[3.6507452e-06 9.9986893e-01 2.0086940e-05 7.3120395e-07 2.2626525e-06
 1.0162763e-04 2.7698397e-06]",[6.1421933e-06 9.9937761e-01 7.9421579e-06 6.0830027e-04],[0.46010172 0.5398983 ],"[2.1618948e-04 8.2056470e-02 4.6901643e-01 3.8592336e-01 5.8175664e-02
 4.4804425e-03 1.2492087e-04 5.5210485e-06 9.5872304e-07]"
detected_faces\832_face0.jpg,Southeast Asian,Asian,Female,20-29,"[0.09476477 0.00517283 0.20481256 0.20241423 0.26720887 0.10249486
 0.12313189]",[0.18120064 0.00339847 0.48359868 0.33180228],[0.01260045 0.9873996 ],"[1.2153824e-03 1.2563409e-01 2.0678435e-01 4.7357938e-01 1.6395995e-01
 2.6239742e-02 2.4725457e-03 1.0854331e-04 5.9992640e-06]"
detected_faces\833_face0.jpg,Southeast Asian,Asian,Male,3-9,"[1.65705313e-03 1.45702029e-03 4.06045020e-02 4.59190637e-01
 4.82905149e-01 1.37104215e-02 4.75160865e-04]",[0.01509779 0.00147685 0.8971628  0.08626254],[0.77384967 0.2261503 ],"[1.7320773e-03 9.3080729e-01 6.5531507e-02 1.5467859e-03 3.3705647e-04
 4.0759875e-05 3.4536038e-06 8.9889238e-07 1.5160391e-07]"
detected_faces\834_face0.jpg,East Asian,Asian,Male,20-29,"[2.6391307e-03 8.3691803e-06 2.8182666e-03 8.7569898e-01 1.1856577e-01
 9.7204174e-05 1.7223362e-04]",[5.4812632e-03 4.4304397e-05 9.9407196e-01 4.0246375e-04],[0.9983386  0.00166142],"[4.4000362e-08 8.8467614e-06 6.9394484e-02 8.4618723e-01 8.3121002e-02
 1.2725893e-03 1.4857993e-05 9.4945977e-07 1.5097543e-08]"
detected_faces\835_face0.jpg,Latino_Hispanic,White,Female,10-19,"[0.17453627 0.00107342 0.549233   0.0029605  0.00376396 0.01486357
 0.25356922]",[9.6445841e-01 1.6272703e-05 2.7543472e-02 7.9818638e-03],[0.05425871 0.94574124],"[4.2487354e-05 5.1196486e-02 6.3310617e-01 2.3866518e-01 7.1258336e-02
 5.5409675e-03 1.6833773e-04 2.0622820e-05 1.4219765e-06]"
detected_faces\836_face0.jpg,Southeast Asian,Asian,Male,0-2,"[0.10514876 0.01444713 0.2482854  0.14553788 0.297866   0.09495995
 0.09375498]",[0.18609606 0.00227587 0.75137    0.06025808],[0.9457868  0.05421324],"[8.6614126e-01 1.3238284e-01 5.4629811e-04 2.9250272e-04 3.6688047e-04
 2.0475713e-04 4.4679444e-05 1.6444043e-05 4.3820764e-06]"
detected_faces\837_face0.jpg,Latino_Hispanic,White,Female,40-49,"[0.07177877 0.00378775 0.68052363 0.00553487 0.0133895  0.14051878
 0.08446674]",[0.62019706 0.00755688 0.06040196 0.31184402],[9.198867e-04 9.990802e-01],"[2.8502776e-05 1.0180706e-03 6.2358766e-03 2.7079314e-02 1.9802931e-01
 5.0650632e-01 2.3132940e-01 2.8653717e-02 1.1195275e-03]"
detected_faces\838_face0.jpg,Latino_Hispanic,Asian,Female,20-29,"[0.13322107 0.00643786 0.622244   0.03724845 0.12781695 0.01847323
 0.05455842]",[0.34329745 0.01033616 0.63246566 0.01390068],[0.06603039 0.9339696 ],"[1.4486278e-06 1.3168751e-03 1.9636832e-01 7.0138520e-01 9.8095879e-02
 2.7899244e-03 4.0523137e-05 1.6780034e-06 9.3866831e-08]"
detected_faces\839_face0.jpg,Middle Eastern,White,Male,20-29,"[9.8656394e-02 2.1521472e-03 4.0163040e-02 1.3382702e-04 3.6935002e-04
 1.6638719e-02 8.4188652e-01]",[0.9470233  0.0080355  0.00255299 0.04238825],[9.9957597e-01 4.2399537e-04],"[8.7278499e-07 4.2302076e-05 5.4161293e-03 5.2729654e-01 4.5378074e-01
 1.3341542e-02 1.1711069e-04 4.5662960e-06 2.7401393e-07]"
detected_faces\83_face0.jpg,White,White,Male,30-39,"[9.9220192e-01 7.7392474e-07 4.8413154e-04 1.3950498e-04 1.0156872e-04
 4.5599613e-06 7.0676170e-03]",[9.99321163e-01 1.22081465e-05 6.52810733e-04 1.37800025e-05],[9.9990839e-01 9.1602524e-05],"[7.8940820e-07 2.3597649e-05 3.1217362e-03 1.1665951e-01 6.2911594e-01
 2.4673614e-01 4.2650611e-03 7.5407057e-05 1.8022200e-06]"
detected_faces\840_face0.jpg,White,White,Male,3-9,"[0.5930938  0.00195889 0.2686184  0.00149626 0.00189498 0.00991951
 0.12301815]",[0.9144984  0.02199032 0.02203616 0.04147509],[0.99296033 0.00703968],"[2.2855995e-03 9.3284690e-01 6.3757390e-02 6.2721031e-04 3.8194167e-04
 9.2908769e-05 7.0632850e-06 8.6216897e-07 8.8152525e-08]"
detected_faces\842_face0.jpg,Black,Black,Male,10-19,"[1.0166063e-05 9.8909855e-01 1.4112622e-04 4.2733800e-04 9.9150846e-03
 3.9682031e-04 1.0908800e-05]",[9.6659445e-05 9.6878833e-01 2.3337405e-02 7.7774618e-03],[0.9439452  0.05605481],"[2.2082623e-04 2.1330383e-01 4.6290147e-01 2.1868120e-01 7.7471182e-02
 2.3535902e-02 3.0819522e-03 4.7854451e-04 3.2507046e-04]"
detected_faces\843_face0.jpg,Middle Eastern,White,Male,50-59,"[0.23261794 0.03249835 0.21214245 0.00041528 0.00146585 0.16481398
 0.35604614]",[0.5941813  0.00613655 0.04476421 0.3549179 ],[9.9974424e-01 2.5569095e-04],"[3.8367716e-04 2.4758079e-04 1.0842576e-03 9.2696063e-03 6.4575359e-02
 3.1210905e-01 4.9462295e-01 1.1115550e-01 6.5520266e-03]"
detected_faces\844_face0.jpg,White,White,Male,10-19,"[9.99113679e-01 1.02760678e-05 1.13740505e-04 5.99776540e-05
 7.98186375e-05 1.32296709e-05 6.09320181e-04]",[9.9921417e-01 1.4604378e-05 7.6170359e-04 9.5863379e-06],[0.5118183  0.48818174],"[2.23344099e-03 3.70557249e-01 4.71913904e-01 1.16903886e-01
 3.24641503e-02 5.66215068e-03 2.41767586e-04 1.65199144e-05
 6.98314125e-06]"
detected_faces\845_face0.jpg,White,White,Male,3-9,"[9.9900985e-01 1.8307757e-07 1.5611397e-05 8.6998998e-06 1.3805234e-06
 3.4856578e-07 9.6386648e-04]",[9.9947035e-01 4.4116045e-05 4.5625228e-04 2.9214358e-05],[0.86660683 0.13339312],"[1.8323809e-02 9.6558511e-01 1.5490778e-02 3.2209899e-04 1.8625597e-04
 7.6618744e-05 1.2988917e-05 1.5426833e-06 8.9847362e-07]"
detected_faces\846_face0.jpg,White,White,Male,50-59,"[0.41639236 0.01659112 0.28723887 0.00155307 0.00597787 0.02900684
 0.24323985]",[0.7161536  0.16847272 0.06146393 0.05390973],[0.99725205 0.00274799],"[0.00338574 0.00389592 0.00903592 0.00340687 0.02071015 0.14012566
 0.5178288  0.2845351  0.01707574]"
detected_faces\847_face0.jpg,Latino_Hispanic,Asian,Female,10-19,"[0.07481609 0.04505648 0.6353223  0.07432476 0.10235621 0.01870382
 0.04942034]",[0.10898361 0.10518812 0.7439324  0.04189586],[0.36885136 0.63114864],"[0.00386855 0.37562254 0.47917762 0.05857613 0.04416109 0.02665389
 0.00839785 0.00288815 0.00065418]"
detected_faces\848_face0.jpg,White,White,Female,10-19,"[9.9977493e-01 1.0737156e-07 6.4098131e-05 3.0511735e-06 1.9499512e-06
 4.9373261e-07 1.5531910e-04]",[9.9989700e-01 1.6855240e-05 3.0472012e-05 5.5601715e-05],[0.03060026 0.9693997 ],"[6.1185594e-05 1.7325342e-01 7.0240319e-01 9.6423931e-02 1.7689751e-02
 9.7220605e-03 4.2581582e-04 1.7945806e-05 2.6913744e-06]"
detected_faces\849_face0.jpg,Black,Black,Female,10-19,"[5.2568008e-04 9.8804075e-01 2.5550604e-03 6.5508258e-04 7.0931190e-03
 1.0272925e-03 1.0301621e-04]",[3.9937085e-04 9.8818463e-01 1.0583827e-02 8.3216268e-04],[0.05321523 0.94678473],"[2.0627431e-05 3.7066173e-02 4.8768854e-01 4.2064390e-01 5.2756991e-02
 1.7764985e-03 4.3662862e-05 3.0560582e-06 5.5888188e-07]"
detected_faces\849_face1.jpg,East Asian,Asian,Female,40-49,"[1.1344889e-01 8.2794135e-04 2.6580464e-02 7.4675560e-01 7.7340432e-02
 6.0421048e-04 3.4442507e-02]",[0.34833875 0.00083567 0.6493708  0.00145472],[0.07597546 0.9240246 ],"[7.9157093e-05 8.3071948e-04 4.1408767e-03 3.2905601e-02 1.4422765e-01
 3.7440792e-01 3.5837686e-01 8.1801437e-02 3.2298211e-03]"
detected_faces\84_face0.jpg,Black,Black,Female,10-19,"[0.01362172 0.84812725 0.07440629 0.00769205 0.02626992 0.02829578
 0.00158703]",[0.08809609 0.5721135  0.30397162 0.03581876],[0.36233616 0.63766384],"[6.2465866e-04 1.7625377e-01 5.5367279e-01 2.4709326e-01 2.1289296e-02
 1.0307841e-03 3.1633630e-05 3.2371013e-06 5.8882318e-07]"
detected_faces\850_face0.jpg,Indian,Indian,Male,3-9,"[8.2261737e-05 4.5691721e-02 9.9323280e-03 2.0923064e-05 5.0886313e-04
 9.4282430e-01 9.3957671e-04]",[2.5503733e-04 5.1007733e-02 8.2274020e-04 9.4791448e-01],[0.77795106 0.22204892],"[4.0041405e-04 8.3070546e-01 1.6836040e-01 4.7141151e-04 5.1026880e-05
 1.0792207e-05 4.8708159e-07 9.2195506e-08 9.4650066e-09]"
detected_faces\851_face0.jpg,Black,Black,Male,20-29,"[2.50844721e-04 9.75021362e-01 1.93720066e-03 4.58151226e-06
 1.13308735e-04 2.24016812e-02 2.70919496e-04]",[1.2841285e-03 9.3931562e-01 8.1135664e-04 5.8588851e-02],[9.9910647e-01 8.9355308e-04],"[1.7414710e-07 2.3263037e-05 1.5075897e-02 7.4995428e-01 2.2854936e-01
 6.3040769e-03 8.9806825e-05 2.8759648e-06 2.4158663e-07]"
detected_faces\852_face0.jpg,Black,Black,Female,20-29,"[3.7123230e-06 9.9957639e-01 7.8255849e-05 4.1155045e-07 5.6862086e-06
 3.3430266e-04 1.1749505e-06]",[3.1883941e-05 9.9784380e-01 8.8023618e-05 2.0362448e-03],[0.14686032 0.85313976],"[1.1246099e-04 2.5659341e-02 2.9021791e-01 5.2654493e-01 1.4404605e-01
 1.2822116e-02 5.7527929e-04 1.9508117e-05 2.4681758e-06]"
detected_faces\853_face0.jpg,Middle Eastern,White,Male,10-19,"[1.8500438e-02 7.7955974e-06 1.7266682e-03 2.3090532e-05 2.9606554e-05
 7.3098796e-05 9.7963929e-01]",[9.9987495e-01 1.6898743e-05 8.4343592e-05 2.3796330e-05],[0.9986161  0.00138391],"[4.6878264e-04 8.6008832e-02 4.8318157e-01 8.1260860e-02 2.1227309e-01
 1.2969837e-01 6.5441937e-03 5.4257381e-04 2.1678667e-05]"
